Time:2022-12-08
{login=hengyunabc, contributions=1265}
{comments=5, state=closed, durationTime=142 Days 19 Hours 3 Minutes 31 Seconds}
{comments=5, state=closed, durationTime=0 Days 7 Hours 38 Minutes 17 Seconds}
{comments=5, state=closed, durationTime=0 Days 1 Hours 33 Minutes 3 Seconds}
{comments=5, state=closed, durationTime=0 Days 7 Hours 47 Minutes 35 Seconds}
{comments=5, state=closed, durationTime=0 Days 4 Hours 14 Minutes 49 Seconds}
{comments=5, state=closed, durationTime=4 Days 2 Hours 1 Minutes 31 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=0 Days 21 Hours 49 Minutes 42 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=67 Days 0 Hours 52 Minutes 38 Seconds}
{comments=4, state=closed, durationTime=28 Days 5 Hours 2 Minutes 32 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=97 Days 0 Hours 5 Minutes 29 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=10 Days 15 Hours 52 Minutes 54 Seconds}
{comments=4, state=closed, durationTime=1 Days 4 Hours 21 Minutes 7 Seconds}
{comments=4, state=closed, durationTime=0 Days 16 Hours 42 Minutes 19 Seconds}
{comments=4, state=closed, durationTime=6 Days 21 Hours 10 Minutes 45 Seconds}
{comments=4, state=closed, durationTime=0 Days 3 Hours 42 Minutes 56 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=0 Days 6 Hours 32 Minutes 23 Seconds}
{comments=4, state=closed, durationTime=81 Days 20 Hours 39 Minutes 47 Seconds}
{comments=4, state=closed, durationTime=0 Days 18 Hours 29 Minutes 3 Seconds}
{comments=4, state=closed, durationTime=19 Days 7 Hours 4 Minutes 48 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=0 Days 0 Hours 56 Minutes 41 Seconds}
{comments=4, state=closed, durationTime=0 Days 0 Hours 21 Minutes 18 Seconds}
{comments=4, state=closed, durationTime=0 Days 3 Hours 55 Minutes 13 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=23 Days 4 Hours 36 Minutes 31 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=584 Days 18 Hours 42 Minutes 48 Seconds}
{comments=4, state=closed, durationTime=0 Days 0 Hours 39 Minutes 6 Seconds}
{comments=4, state=closed, durationTime=0 Days 15 Hours 0 Minutes 52 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=25 Days 8 Hours 40 Minutes 29 Seconds}
{comments=4, state=closed, durationTime=12 Days 4 Hours 11 Minutes 19 Seconds}
{comments=4, state=closed, durationTime=10 Days 22 Hours 50 Minutes 31 Seconds}
{comments=4, state=closed, durationTime=61 Days 3 Hours 38 Minutes 1 Seconds}
{comments=4, state=closed, durationTime=10 Days 1 Hours 6 Minutes 29 Seconds}
{comments=4, state=closed, durationTime=0 Days 17 Hours 49 Minutes 38 Seconds}
{comments=4, state=closed, durationTime=22 Days 1 Hours 41 Minutes 22 Seconds}
{comments=4, state=closed, durationTime=42 Days 1 Hours 55 Minutes 7 Seconds}
{comments=4, state=closed, durationTime=298 Days 1 Hours 22 Minutes 52 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=0 Days 0 Hours 42 Minutes 9 Seconds}
{comments=4, state=closed, durationTime=0 Days 5 Hours 25 Minutes 20 Seconds}
{comments=4, state=closed, durationTime=0 Days 4 Hours 17 Minutes 18 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=112 Days 1 Hours 37 Minutes 2 Seconds}
{comments=4, state=closed, durationTime=44 Days 4 Hours 1 Minutes 12 Seconds}
{comments=4, state=closed, durationTime=3 Days 23 Hours 12 Minutes 2 Seconds}
{comments=4, state=closed, durationTime=329 Days 8 Hours 41 Minutes 16 Seconds}
{comments=4, state=closed, durationTime=33 Days 20 Hours 40 Minutes 58 Seconds}
{comments=4, state=closed, durationTime=2 Days 12 Hours 50 Minutes 22 Seconds}
{comments=4, state=closed, durationTime=3 Days 16 Hours 44 Minutes 18 Seconds}
{comments=4, state=closed, durationTime=6 Days 23 Hours 33 Minutes 17 Seconds}
{comments=4, state=closed, durationTime=1 Days 8 Hours 12 Minutes 7 Seconds}
{comments=4, state=closed, durationTime=141 Days 22 Hours 4 Minutes 0 Seconds}
{comments=4, state=closed, durationTime=45 Days 6 Hours 10 Minutes 9 Seconds}
{comments=4, state=closed, durationTime=19 Days 1 Hours 58 Minutes 17 Seconds}
{comments=4, state=closed, durationTime=41 Days 18 Hours 58 Minutes 14 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=103 Days 6 Hours 45 Minutes 54 Seconds}
{comments=4, state=closed, durationTime=11 Days 14 Hours 55 Minutes 1 Seconds}
{comments=4, state=closed, durationTime=19 Days 20 Hours 15 Minutes 22 Seconds}
{comments=4, state=closed, durationTime=32 Days 2 Hours 50 Minutes 22 Seconds}
{comments=4, state=closed, durationTime=400 Days 8 Hours 44 Minutes 47 Seconds}
{comments=4, state=closed, durationTime=0 Days 3 Hours 0 Minutes 35 Seconds}
{comments=4, state=closed, durationTime=54 Days 14 Hours 7 Minutes 20 Seconds}
{comments=4, state=closed, durationTime=2 Days 6 Hours 7 Minutes 55 Seconds}
{comments=4, state=closed, durationTime=2 Days 13 Hours 11 Minutes 51 Seconds}
{comments=4, state=closed, durationTime=0 Days 3 Hours 51 Minutes 50 Seconds}
{comments=4, state=closed, durationTime=1 Days 16 Hours 12 Minutes 53 Seconds}
{comments=4, state=closed, durationTime=0 Days 23 Hours 35 Minutes 28 Seconds}
{comments=4, state=closed, durationTime=30 Days 2 Hours 38 Minutes 43 Seconds}
{comments=4, state=closed, durationTime=0 Days 21 Hours 52 Minutes 36 Seconds}
{comments=4, state=closed, durationTime=40 Days 21 Hours 21 Minutes 44 Seconds}
{comments=4, state=closed, durationTime=0 Days 8 Hours 0 Minutes 22 Seconds}
{comments=4, state=closed, durationTime=4 Days 16 Hours 59 Minutes 24 Seconds}
{comments=4, state=closed, durationTime=0 Days 20 Hours 30 Minutes 33 Seconds}
{comments=4, state=closed, durationTime=1 Days 3 Hours 25 Minutes 40 Seconds}
{comments=4, state=closed, durationTime=14 Days 5 Hours 40 Minutes 53 Seconds}
{comments=4, state=closed, durationTime=0 Days 12 Hours 19 Minutes 4 Seconds}
{comments=4, state=closed, durationTime=11 Days 6 Hours 2 Minutes 20 Seconds}
{comments=4, state=closed, durationTime=0 Days 14 Hours 43 Minutes 29 Seconds}
{comments=4, state=closed, durationTime=0 Days 0 Hours 27 Minutes 34 Seconds}
{comments=4, state=closed, durationTime=21 Days 6 Hours 53 Minutes 49 Seconds}
{comments=4, state=closed, durationTime=31 Days 8 Hours 27 Minutes 10 Seconds}
{comments=4, state=closed, durationTime=1 Days 20 Hours 2 Minutes 17 Seconds}
{comments=4, state=closed, durationTime=0 Days 0 Hours 28 Minutes 43 Seconds}
{comments=4, state=closed, durationTime=21 Days 16 Hours 0 Minutes 15 Seconds}
{comments=4, state=closed, durationTime=0 Days 4 Hours 40 Minutes 25 Seconds}
{comments=4, state=closed, durationTime=410 Days 6 Hours 58 Minutes 59 Seconds}
{comments=4, state=closed, durationTime=56 Days 2 Hours 17 Minutes 10 Seconds}
{comments=4, state=closed, durationTime=18 Days 23 Hours 27 Minutes 50 Seconds}
{comments=4, state=closed, durationTime=0 Days 5 Hours 57 Minutes 46 Seconds}
{comments=4, state=closed, durationTime=386 Days 0 Hours 49 Minutes 50 Seconds}
{comments=4, state=closed, durationTime=555 Days 23 Hours 42 Minutes 33 Seconds}
{comments=4, state=closed, durationTime=6 Days 23 Hours 41 Minutes 36 Seconds}
{comments=4, state=closed, durationTime=36 Days 22 Hours 18 Minutes 10 Seconds}
{comments=4, state=closed, durationTime=5 Days 1 Hours 54 Minutes 20 Seconds}
{comments=4, state=closed, durationTime=19 Days 17 Hours 19 Minutes 42 Seconds}
{comments=4, state=closed, durationTime=15 Days 3 Hours 0 Minutes 23 Seconds}
{comments=4, state=closed, durationTime=0 Days 12 Hours 44 Minutes 49 Seconds}
{comments=4, state=closed, durationTime=0 Days 22 Hours 30 Minutes 4 Seconds}
{comments=4, state=closed, durationTime=4 Days 0 Hours 12 Minutes 41 Seconds}
{comments=4, state=closed, durationTime=32 Days 3 Hours 16 Minutes 9 Seconds}
{comments=4, state=closed, durationTime=0 Days 1 Hours 6 Minutes 25 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=2 Days 19 Hours 29 Minutes 54 Seconds}
{comments=4, state=closed, durationTime=74 Days 0 Hours 13 Minutes 15 Seconds}
{comments=4, state=closed, durationTime=62 Days 20 Hours 33 Minutes 1 Seconds}
{comments=4, state=closed, durationTime=464 Days 0 Hours 29 Minutes 22 Seconds}
{comments=4, state=closed, durationTime=8 Days 20 Hours 59 Minutes 20 Seconds}
{comments=4, state=closed, durationTime=0 Days 1 Hours 14 Minutes 49 Seconds}
{comments=4, state=closed, durationTime=0 Days 3 Hours 12 Minutes 12 Seconds}
{comments=4, state=closed, durationTime=0 Days 2 Hours 16 Minutes 41 Seconds}
{comments=4, state=closed, durationTime=1 Days 2 Hours 5 Minutes 54 Seconds}
{comments=4, state=closed, durationTime=2 Days 0 Hours 37 Minutes 5 Seconds}
{comments=4, state=closed, durationTime=0 Days 0 Hours 47 Minutes 48 Seconds}
{comments=4, state=closed, durationTime=2 Days 18 Hours 19 Minutes 16 Seconds}
{comments=4, state=closed, durationTime=0 Days 1 Hours 58 Minutes 43 Seconds}
{comments=4, state=closed, durationTime=0 Days 0 Hours 49 Minutes 37 Seconds}
{comments=4, state=closed, durationTime=1141 Days 12 Hours 4 Minutes 59 Seconds}
{comments=4, state=closed, durationTime=6 Days 20 Hours 8 Minutes 49 Seconds}
{comments=4, state=closed, durationTime=1 Days 23 Hours 26 Minutes 49 Seconds}
{comments=4, state=closed, durationTime=0 Days 2 Hours 22 Minutes 31 Seconds}
{comments=4, state=closed, durationTime=12 Days 7 Hours 39 Minutes 38 Seconds}
{comments=4, state=closed, durationTime=0 Days 1 Hours 48 Minutes 27 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=0 Days 0 Hours 6 Minutes 13 Seconds}
{comments=4, state=closed, durationTime=1 Days 5 Hours 8 Minutes 0 Seconds}
{comments=4, state=closed, durationTime=0 Days 0 Hours 31 Minutes 42 Seconds}
{comments=4, state=closed, durationTime=0 Days 13 Hours 36 Minutes 22 Seconds}
{comments=4, state=closed, durationTime=0 Days 23 Hours 44 Minutes 38 Seconds}
{comments=4, state=closed, durationTime=27 Days 14 Hours 18 Minutes 33 Seconds}
{comments=4, state=closed, durationTime=35 Days 10 Hours 44 Minutes 2 Seconds}
{comments=4, state=closed, durationTime=412 Days 0 Hours 33 Minutes 59 Seconds}
{comments=4, state=closed, durationTime=0 Days 1 Hours 22 Minutes 13 Seconds}
{comments=4, state=closed, durationTime=0 Days 1 Hours 0 Minutes 23 Seconds}
{comments=4, state=closed, durationTime=0 Days 14 Hours 37 Minutes 47 Seconds}
{comments=3, state=open, durationTime=No}
{comments=3, state=open, durationTime=No}
{comments=3, state=open, durationTime=No}
{comments=3, state=closed, durationTime=3 Days 7 Hours 37 Minutes 58 Seconds}
{comments=3, state=open, durationTime=No}
{comments=3, state=open, durationTime=No}
{comments=3, state=open, durationTime=No}
{comments=3, state=closed, durationTime=5 Days 1 Hours 19 Minutes 41 Seconds}
{comments=3, state=closed, durationTime=4 Days 10 Hours 3 Minutes 11 Seconds}
{comments=3, state=open, durationTime=No}
{comments=3, state=closed, durationTime=40 Days 1 Hours 38 Minutes 13 Seconds}
{comments=3, state=closed, durationTime=1 Days 18 Hours 43 Minutes 10 Seconds}
{comments=3, state=open, durationTime=No}
{comments=3, state=closed, durationTime=107 Days 19 Hours 21 Minutes 47 Seconds}
{comments=3, state=closed, durationTime=103 Days 18 Hours 50 Minutes 51 Seconds}
{comments=3, state=closed, durationTime=164 Days 23 Hours 13 Minutes 44 Seconds}
{comments=3, state=closed, durationTime=18 Days 5 Hours 10 Minutes 25 Seconds}
{comments=3, state=closed, durationTime=3 Days 12 Hours 43 Minutes 58 Seconds}
{comments=3, state=closed, durationTime=9 Days 0 Hours 4 Minutes 46 Seconds}
{comments=3, state=closed, durationTime=42 Days 2 Hours 43 Minutes 32 Seconds}
{comments=3, state=closed, durationTime=1 Days 0 Hours 44 Minutes 13 Seconds}
{comments=3, state=open, durationTime=No}
{comments=3, state=open, durationTime=No}
{comments=3, state=open, durationTime=No}
{comments=3, state=closed, durationTime=2 Days 13 Hours 1 Minutes 10 Seconds}
{comments=3, state=closed, durationTime=0 Days 1 Hours 25 Minutes 12 Seconds}
{comments=3, state=open, durationTime=No}
{comments=3, state=closed, durationTime=0 Days 3 Hours 27 Minutes 38 Seconds}
{comments=3, state=closed, durationTime=41 Days 5 Hours 10 Minutes 21 Seconds}
{comments=3, state=closed, durationTime=3 Days 2 Hours 9 Minutes 31 Seconds}
{comments=3, state=closed, durationTime=54 Days 1 Hours 1 Minutes 41 Seconds}
{comments=3, state=open, durationTime=No}
{comments=3, state=closed, durationTime=0 Days 18 Hours 17 Minutes 29 Seconds}
{comments=3, state=closed, durationTime=3 Days 10 Hours 40 Minutes 48 Seconds}
{comments=3, state=closed, durationTime=21 Days 3 Hours 3 Minutes 33 Seconds}
{comments=3, state=closed, durationTime=7 Days 0 Hours 14 Minutes 39 Seconds}
{comments=3, state=closed, durationTime=0 Days 1 Hours 25 Minutes 29 Seconds}
{comments=3, state=closed, durationTime=9 Days 23 Hours 59 Minutes 35 Seconds}
{comments=3, state=closed, durationTime=1 Days 0 Hours 40 Minutes 11 Seconds}
{comments=3, state=closed, durationTime=0 Days 4 Hours 36 Minutes 6 Seconds}
{comments=3, state=open, durationTime=No}
{comments=3, state=closed, durationTime=0 Days 13 Hours 45 Minutes 34 Seconds}
{comments=3, state=closed, durationTime=39 Days 23 Hours 21 Minutes 15 Seconds}
{comments=3, state=closed, durationTime=3 Days 5 Hours 8 Minutes 28 Seconds}
{comments=3, state=closed, durationTime=0 Days 0 Hours 27 Minutes 51 Seconds}
{comments=3, state=closed, durationTime=27 Days 6 Hours 13 Minutes 48 Seconds}
{comments=3, state=closed, durationTime=0 Days 0 Hours 33 Minutes 59 Seconds}
{comments=3, state=closed, durationTime=0 Days 1 Hours 6 Minutes 48 Seconds}
{comments=3, state=open, durationTime=No}
{comments=3, state=closed, durationTime=0 Days 4 Hours 27 Minutes 46 Seconds}
{comments=3, state=open, durationTime=No}
{comments=3, state=closed, durationTime=86 Days 17 Hours 59 Minutes 55 Seconds}
{comments=3, state=closed, durationTime=10 Days 4 Hours 32 Minutes 23 Seconds}
{comments=3, state=closed, durationTime=18 Days 21 Hours 58 Minutes 29 Seconds}
{comments=3, state=closed, durationTime=47 Days 7 Hours 12 Minutes 43 Seconds}
{comments=3, state=closed, durationTime=0 Days 20 Hours 41 Minutes 50 Seconds}
{comments=3, state=open, durationTime=No}
{comments=3, state=closed, durationTime=16 Days 22 Hours 36 Minutes 28 Seconds}
{comments=3, state=closed, durationTime=575 Days 20 Hours 9 Minutes 50 Seconds}
{comments=3, state=closed, durationTime=63 Days 19 Hours 33 Minutes 1 Seconds}
{comments=3, state=closed, durationTime=1 Days 2 Hours 9 Minutes 38 Seconds}
{comments=3, state=closed, durationTime=0 Days 0 Hours 50 Minutes 35 Seconds}
{comments=3, state=closed, durationTime=0 Days 18 Hours 50 Minutes 49 Seconds}
{comments=3, state=closed, durationTime=305 Days 0 Hours 42 Minutes 26 Seconds}
{comments=3, state=closed, durationTime=6 Days 17 Hours 26 Minutes 55 Seconds}
{comments=3, state=closed, durationTime=3 Days 23 Hours 55 Minutes 28 Seconds}
{comments=3, state=closed, durationTime=0 Days 16 Hours 23 Minutes 23 Seconds}
{comments=3, state=closed, durationTime=0 Days 16 Hours 27 Minutes 3 Seconds}
{comments=3, state=closed, durationTime=0 Days 1 Hours 35 Minutes 14 Seconds}
{comments=3, state=closed, durationTime=0 Days 0 Hours 0 Minutes 5 Seconds}
{comments=3, state=closed, durationTime=56 Days 11 Hours 56 Minutes 55 Seconds}
{comments=3, state=closed, durationTime=0 Days 23 Hours 7 Minutes 0 Seconds}
{comments=3, state=closed, durationTime=19 Days 18 Hours 30 Minutes 11 Seconds}
{comments=3, state=closed, durationTime=350 Days 7 Hours 52 Minutes 54 Seconds}
{comments=3, state=open, durationTime=No}
{comments=3, state=closed, durationTime=21 Days 4 Hours 2 Minutes 29 Seconds}
{comments=3, state=closed, durationTime=27 Days 23 Hours 17 Minutes 37 Seconds}
{comments=3, state=closed, durationTime=4 Days 9 Hours 37 Minutes 16 Seconds}
{comments=3, state=closed, durationTime=50 Days 17 Hours 18 Minutes 54 Seconds}
{comments=3, state=closed, durationTime=33 Days 18 Hours 28 Minutes 35 Seconds}
{comments=3, state=closed, durationTime=6 Days 9 Hours 13 Minutes 8 Seconds}
{comments=3, state=closed, durationTime=45 Days 7 Hours 30 Minutes 17 Seconds}
{comments=3, state=closed, durationTime=45 Days 8 Hours 56 Minutes 24 Seconds}
{comments=3, state=closed, durationTime=0 Days 12 Hours 32 Minutes 4 Seconds}
{comments=3, state=closed, durationTime=6 Days 22 Hours 10 Minutes 26 Seconds}
{comments=3, state=closed, durationTime=18 Days 21 Hours 42 Minutes 8 Seconds}
{comments=3, state=closed, durationTime=0 Days 18 Hours 20 Minutes 11 Seconds}
{comments=3, state=closed, durationTime=22 Days 11 Hours 40 Minutes 19 Seconds}
{comments=3, state=closed, durationTime=2 Days 5 Hours 8 Minutes 11 Seconds}
{comments=3, state=closed, durationTime=5 Days 10 Hours 7 Minutes 4 Seconds}
{comments=3, state=closed, durationTime=1 Days 22 Hours 23 Minutes 43 Seconds}
{comments=3, state=closed, durationTime=5 Days 22 Hours 44 Minutes 34 Seconds}
{comments=3, state=closed, durationTime=0 Days 4 Hours 21 Minutes 38 Seconds}
{comments=3, state=closed, durationTime=9 Days 2 Hours 5 Minutes 58 Seconds}
{comments=3, state=open, durationTime=No}
{comments=3, state=closed, durationTime=25 Days 3 Hours 19 Minutes 8 Seconds}
{comments=3, state=closed, durationTime=22 Days 7 Hours 3 Minutes 50 Seconds}
