Time:2022-11-28
{login=wenshao, contributions=3043}
{comments=6, state=closed, durationTime=125 Days 10 Hours 31 Minutes 19 Seconds}
{comments=6, state=closed, durationTime=156 Days 6 Hours 23 Minutes 25 Seconds}
{comments=6, state=open, durationTime=No}
{comments=6, state=closed, durationTime=293 Days 6 Hours 34 Minutes 48 Seconds}
{comments=6, state=closed, durationTime=296 Days 9 Hours 11 Minutes 47 Seconds}
{comments=6, state=closed, durationTime=303 Days 12 Hours 7 Minutes 37 Seconds}
{comments=6, state=closed, durationTime=382 Days 15 Hours 10 Minutes 38 Seconds}
{comments=6, state=open, durationTime=No}
{comments=6, state=open, durationTime=No}
{comments=6, state=closed, durationTime=40 Days 23 Hours 16 Minutes 34 Seconds}
{comments=6, state=closed, durationTime=98 Days 9 Hours 26 Minutes 54 Seconds}
{comments=6, state=closed, durationTime=156 Days 18 Hours 38 Minutes 19 Seconds}
{comments=6, state=closed, durationTime=267 Days 8 Hours 38 Minutes 9 Seconds}
{comments=6, state=closed, durationTime=372 Days 20 Hours 9 Minutes 35 Seconds}
{comments=6, state=closed, durationTime=4 Days 7 Hours 3 Minutes 8 Seconds}
{comments=6, state=closed, durationTime=39 Days 13 Hours 42 Minutes 20 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=9 Days 13 Hours 22 Minutes 12 Seconds}
{comments=5, state=closed, durationTime=10 Days 13 Hours 14 Minutes 55 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=3 Days 18 Hours 57 Minutes 34 Seconds}
{comments=5, state=closed, durationTime=0 Days 0 Hours 14 Minutes 13 Seconds}
{comments=5, state=closed, durationTime=69 Days 20 Hours 51 Minutes 51 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=42 Days 3 Hours 32 Minutes 48 Seconds}
{comments=5, state=closed, durationTime=24 Days 0 Hours 24 Minutes 31 Seconds}
{comments=5, state=closed, durationTime=167 Days 18 Hours 10 Minutes 7 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=5 Days 9 Hours 46 Minutes 54 Seconds}
{comments=5, state=closed, durationTime=0 Days 22 Hours 16 Minutes 13 Seconds}
{comments=5, state=closed, durationTime=0 Days 3 Hours 54 Minutes 36 Seconds}
{comments=5, state=closed, durationTime=307 Days 21 Hours 34 Minutes 39 Seconds}
{comments=5, state=closed, durationTime=13 Days 0 Hours 37 Minutes 27 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=0 Days 20 Hours 52 Minutes 2 Seconds}
{comments=5, state=closed, durationTime=81 Days 20 Hours 44 Minutes 48 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=478 Days 21 Hours 14 Minutes 13 Seconds}
{comments=5, state=closed, durationTime=15 Days 23 Hours 13 Minutes 31 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=69 Days 18 Hours 14 Minutes 51 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=155 Days 11 Hours 34 Minutes 24 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=20 Days 19 Hours 3 Minutes 8 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=19 Days 16 Hours 55 Minutes 2 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=419 Days 2 Hours 19 Minutes 7 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=15 Days 19 Hours 35 Minutes 11 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=12 Days 10 Hours 54 Minutes 49 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=2 Days 16 Hours 24 Minutes 33 Seconds}
{comments=5, state=closed, durationTime=0 Days 2 Hours 29 Minutes 47 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=1162 Days 15 Hours 36 Minutes 13 Seconds}
{comments=5, state=closed, durationTime=69 Days 0 Hours 18 Minutes 42 Seconds}
{comments=5, state=closed, durationTime=25 Days 0 Hours 4 Minutes 24 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=4 Days 5 Hours 27 Minutes 0 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=21 Days 12 Hours 30 Minutes 42 Seconds}
{comments=5, state=closed, durationTime=33 Days 16 Hours 48 Minutes 16 Seconds}
{comments=5, state=closed, durationTime=0 Days 0 Hours 23 Minutes 41 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=241 Days 9 Hours 47 Minutes 15 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=20 Days 2 Hours 27 Minutes 27 Seconds}
{comments=5, state=closed, durationTime=4 Days 1 Hours 18 Minutes 53 Seconds}
{comments=5, state=closed, durationTime=2 Days 19 Hours 46 Minutes 5 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=813 Days 21 Hours 58 Minutes 48 Seconds}
{comments=5, state=closed, durationTime=5 Days 23 Hours 42 Minutes 35 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=9 Days 13 Hours 16 Minutes 11 Seconds}
{comments=5, state=closed, durationTime=36 Days 17 Hours 20 Minutes 38 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=6 Days 3 Hours 33 Minutes 13 Seconds}
{comments=5, state=closed, durationTime=6 Days 8 Hours 46 Minutes 10 Seconds}
{comments=5, state=closed, durationTime=12 Days 7 Hours 38 Minutes 53 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=1 Days 3 Hours 5 Minutes 17 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=3 Days 22 Hours 59 Minutes 55 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=14 Days 19 Hours 54 Minutes 6 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=7 Days 4 Hours 13 Minutes 0 Seconds}
{comments=5, state=closed, durationTime=3 Days 8 Hours 10 Minutes 22 Seconds}
{comments=5, state=closed, durationTime=1 Days 21 Hours 15 Minutes 55 Seconds}
{comments=5, state=closed, durationTime=7 Days 22 Hours 57 Minutes 45 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=17 Days 9 Hours 38 Minutes 19 Seconds}
{comments=5, state=closed, durationTime=1 Days 13 Hours 49 Minutes 18 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=6 Days 6 Hours 11 Minutes 6 Seconds}
{comments=5, state=closed, durationTime=0 Days 2 Hours 39 Minutes 39 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=53 Days 13 Hours 52 Minutes 11 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=3 Days 17 Hours 25 Minutes 9 Seconds}
{comments=5, state=closed, durationTime=16 Days 4 Hours 45 Minutes 5 Seconds}
{comments=5, state=closed, durationTime=1 Days 19 Hours 1 Minutes 41 Seconds}
{comments=5, state=closed, durationTime=2 Days 12 Hours 21 Minutes 4 Seconds}
{comments=5, state=closed, durationTime=501 Days 21 Hours 2 Minutes 5 Seconds}
{comments=5, state=closed, durationTime=13 Days 15 Hours 51 Minutes 49 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=309 Days 17 Hours 23 Minutes 40 Seconds}
{comments=5, state=closed, durationTime=6 Days 18 Hours 54 Minutes 55 Seconds}
{comments=5, state=closed, durationTime=0 Days 17 Hours 57 Minutes 34 Seconds}
{comments=5, state=closed, durationTime=5 Days 0 Hours 24 Minutes 5 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=964 Days 1 Hours 48 Minutes 49 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=0 Days 0 Hours 14 Minutes 52 Seconds}
{comments=5, state=closed, durationTime=2 Days 23 Hours 28 Minutes 16 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=1 Days 12 Hours 11 Minutes 43 Seconds}
{comments=5, state=closed, durationTime=1 Days 21 Hours 13 Minutes 16 Seconds}
{comments=5, state=closed, durationTime=1 Days 22 Hours 59 Minutes 21 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=4 Days 4 Hours 54 Minutes 49 Seconds}
{comments=5, state=closed, durationTime=31 Days 19 Hours 17 Minutes 40 Seconds}
{comments=5, state=closed, durationTime=113 Days 22 Hours 36 Minutes 1 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=29 Days 2 Hours 43 Minutes 28 Seconds}
{comments=5, state=closed, durationTime=1 Days 2 Hours 16 Minutes 51 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=0 Days 3 Hours 48 Minutes 23 Seconds}
{comments=5, state=closed, durationTime=0 Days 1 Hours 27 Minutes 35 Seconds}
{comments=5, state=closed, durationTime=0 Days 1 Hours 17 Minutes 38 Seconds}
{comments=5, state=open, durationTime=No}
{comments=5, state=closed, durationTime=7 Days 13 Hours 15 Minutes 23 Seconds}
{comments=5, state=closed, durationTime=7 Days 1 Hours 6 Minutes 26 Seconds}
{comments=5, state=closed, durationTime=58 Days 2 Hours 41 Minutes 4 Seconds}
{comments=5, state=closed, durationTime=78 Days 23 Hours 21 Minutes 3 Seconds}
{comments=5, state=closed, durationTime=163 Days 5 Hours 37 Minutes 48 Seconds}
{comments=5, state=closed, durationTime=97 Days 2 Hours 2 Minutes 57 Seconds}
{comments=5, state=closed, durationTime=250 Days 17 Hours 35 Minutes 29 Seconds}
{comments=5, state=closed, durationTime=270 Days 5 Hours 54 Minutes 57 Seconds}
{comments=5, state=closed, durationTime=37 Days 10 Hours 53 Minutes 17 Seconds}
{comments=5, state=closed, durationTime=408 Days 3 Hours 1 Minutes 0 Seconds}
{comments=5, state=closed, durationTime=93 Days 22 Hours 31 Minutes 19 Seconds}
{comments=5, state=closed, durationTime=463 Days 11 Hours 0 Minutes 40 Seconds}
{comments=5, state=closed, durationTime=0 Days 16 Hours 40 Minutes 28 Seconds}
{comments=5, state=closed, durationTime=51 Days 10 Hours 30 Minutes 26 Seconds}
{comments=5, state=closed, durationTime=65 Days 21 Hours 41 Minutes 22 Seconds}
{comments=5, state=closed, durationTime=162 Days 0 Hours 4 Minutes 40 Seconds}
{comments=5, state=closed, durationTime=174 Days 16 Hours 24 Minutes 36 Seconds}
{comments=5, state=closed, durationTime=968 Days 14 Hours 7 Minutes 57 Seconds}
{comments=5, state=closed, durationTime=16 Days 8 Hours 37 Minutes 32 Seconds}
{comments=5, state=closed, durationTime=123 Days 11 Hours 8 Minutes 53 Seconds}
{comments=5, state=closed, durationTime=21 Days 5 Hours 50 Minutes 1 Seconds}
{comments=5, state=closed, durationTime=3 Days 3 Hours 20 Minutes 11 Seconds}
{comments=5, state=closed, durationTime=0 Days 10 Hours 45 Minutes 50 Seconds}
{comments=5, state=closed, durationTime=93 Days 20 Hours 30 Minutes 35 Seconds}
{comments=4, state=closed, durationTime=1 Days 11 Hours 49 Minutes 51 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=22 Days 5 Hours 47 Minutes 38 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=11 Days 23 Hours 44 Minutes 10 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=83 Days 18 Hours 56 Minutes 33 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=381 Days 22 Hours 16 Minutes 6 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=23 Days 0 Hours 27 Minutes 37 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=25 Days 19 Hours 41 Minutes 21 Seconds}
{comments=4, state=closed, durationTime=508 Days 15 Hours 3 Minutes 29 Seconds}
{comments=4, state=closed, durationTime=13 Days 0 Hours 22 Minutes 25 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=13 Days 2 Hours 47 Minutes 39 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=9 Days 7 Hours 40 Minutes 8 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=0 Days 5 Hours 6 Minutes 15 Seconds}
{comments=4, state=closed, durationTime=2 Days 13 Hours 23 Minutes 38 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=18 Days 18 Hours 16 Minutes 29 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=662 Days 9 Hours 20 Minutes 58 Seconds}
{comments=4, state=closed, durationTime=0 Days 3 Hours 30 Minutes 42 Seconds}
{comments=4, state=closed, durationTime=26 Days 4 Hours 19 Minutes 34 Seconds}
{comments=4, state=closed, durationTime=60 Days 6 Hours 48 Minutes 40 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=6 Days 6 Hours 24 Minutes 36 Seconds}
{comments=4, state=closed, durationTime=546 Days 15 Hours 30 Minutes 37 Seconds}
{comments=4, state=closed, durationTime=0 Days 23 Hours 16 Minutes 42 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=67 Days 9 Hours 56 Minutes 18 Seconds}
{comments=4, state=closed, durationTime=68 Days 16 Hours 7 Minutes 4 Seconds}
{comments=4, state=closed, durationTime=9 Days 5 Hours 7 Minutes 37 Seconds}
{comments=4, state=closed, durationTime=5 Days 18 Hours 42 Minutes 7 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=21 Days 0 Hours 46 Minutes 30 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=2 Days 9 Hours 7 Minutes 22 Seconds}
{comments=4, state=closed, durationTime=75 Days 3 Hours 13 Minutes 3 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=7 Days 8 Hours 14 Minutes 48 Seconds}
{comments=4, state=closed, durationTime=12 Days 16 Hours 21 Minutes 17 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=10 Days 7 Hours 9 Minutes 11 Seconds}
{comments=4, state=closed, durationTime=842 Days 23 Hours 56 Minutes 0 Seconds}
{comments=4, state=closed, durationTime=82 Days 2 Hours 10 Minutes 16 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=34 Days 11 Hours 29 Minutes 45 Seconds}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=open, durationTime=No}
{comments=4, state=closed, durationTime=76 Days 22 Hours 57 Minutes 49 Seconds}
{comments=4, state=closed, durationTime=137 Days 22 Hours 5 Minutes 30 Seconds}
